title,day,date,month,year,event_type,series,body,city,venue
Future Living Structure,Wednesday,28,March,2012,Lecture,Studio-X,"Architects <strong>Rosa Cervera </strong>&amp; <strong>Javier Pioz</strong> (Cervera &amp; Pioz), <strong>Alberto Alarc&oacute;n Garc&iacute;a</strong> (mmmm..) Madrid Spain and <strong>Marc Mimram</strong> Architect/Engineer, France will present projects exploring the future of urban structure: technology, sustainability and social interaction.<br />
<br />
Venue:<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal,Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400001<br />
(Adjacent to New Excelsior Cinema)<br />
<br />
Refreshments will be served<br />
Free and Open to Public",Mumbai,Studio-X Mumbai
Social Media for Urban Research,Tuesday,27,March,2012,Panel,Studio-X,"Social media are increasingly becoming part of our everyday lives, from connecting with friends and sharing images to exploring cities through location-based applications. These new services have given us a different vantage point from which to understand, explore, navigate, and geographically record the places we live.<br />
<br />
This panel discussion brings together academics, professionals, and journalists who are researching, building, and using social media data to better understand our urban environment. How does the introduction of place-based social media affect our relationship to the city? Who&#39;s creating these data points and what can it show us about how the city is used? How can large private data sets be used for a public good?<br />
<br />
Join Studio-X NYC and the Spatial Information Design Lab for a conversation about the potential of social media in urban research, featuring <strong>Sarah Williams</strong> of the Spatial Information Design Lab, <strong>Brett Martin</strong> of Sonar.me, <strong>Blake Shaw</strong> of Foursquare, and other speakers to be announced.<br />
<br />
Also on display, <em>Here Now! Social Media and the Psychological City</em><br />
<br />
Sites such as Foursquare and Facebook allow us to spatially mark our explorations in the city, creating rich databases that hold digital imprints of our interactions. For this exhibition, the Foursquare and Facebook Application Programing Interfaces (APIs) were used to access location-based data to determine where social media users broadcast that they are &quot;Here Now.&quot;<br />
<br />
<em>Free and open to the public. No RSVP necessary.</em><br />
<br />
Studio-X NYC<br />
180 Varick street, suite 1610",New York,Studio-X NYC
Interpretations: Promiscuous Encounters,Friday,23,March,2012,Symposium,CCCP,"<span style=""font-size:12px;""><strong>Promiscuous Encounters</strong> has two main ambitions: first, to examine the fascinating blurriness and productive interplay between the critical, curatorial and conceptual capacities of architecture, including how and where they intersect and overlap and, second, to expand the definitions of what these terms mean in relation to theory and practice by reexamining the sites of criticality and their modes of operation. When and where, we might ask, is an architectural practice Critical, Curatorial or Conceptual today? Can we, or would we want to, separate these kinds of practices or are we subject to an inevitable and productive <em>promiscuity</em>?</span><br />
<br />
<span style=""font-size:12px;""><strong>Format</strong></span><br />
<br />
Promiscuous Encounters will take the form of a day-long, roundtable seminar with invited speakers from multiple backgrounds to open discussion. The seminar is organized as two sessions, each one with four 10-minute presentations addressing a set of questions regarding the Critical, Curatorial and Conceptual in architecture. Everyone attending the event is invited to actively engage in the conversation. The seminar will not be video or audio recorded, however, everyone attending is encouraged to &ldquo;record&rdquo; their own interpretation of the Promiscuous Encounters via their notes, sketches, photographs or subsequent reflections. These interpretations will form the basis of a forthcoming printed publication of the event.<br />
<br />
<span style=""font-size:12px;""><strong>Program</strong></span><br />
<br />
12:00pm<br />
Greetings / Opening Remarks<br />
<strong>Felicity D. Scott</strong> / Curatorial Team (<strong>Francisco D&iacute;az</strong>, <strong>Nina Valerie Kolowratnik</strong>,<strong> Marcelo L&oacute;pez- Dinardi</strong>, <strong>Marina Otero</strong>)<br />
<br />
12:15pm<br />
First Seminar Session<br />
<strong>Keller Easterling </strong>/ <strong>Andr&eacute;s Jaque</strong> / <strong>Reinhold Martin</strong> / <strong>Pelin Tan</strong><br />
Moderated by <strong>Mark Wasiuta </strong>and the <strong>CCCP Class 2013</strong><br />
<br />
2:45pm<br />
Coffee Break<br />
<br />
3:15pm<br />
Second Seminar Session<br />
<strong>Joseph Grima</strong> / <strong>Markus Miessen</strong> / <strong>Rodrigo Tisi</strong> / <strong>Mitch McEwen</strong><br />
Moderated by <strong>Mark Wasiuta </strong>and the <strong>CCCP Class 2013</strong><br />
<br />
5:45pm<br />
Break<br />
<br />
6:30pm<br />
Lecture<br />
<strong>Andr&eacute;s Jaque </strong><br />
Wood Auditorium<br />
<br />
8:00pm<br />
Final Discussion / Closing Remarks<br />
Moderated by <strong>Felicity D. Scott</strong><br />
All participants on stage<br />
<br />
8:30pm<br />
Reception at Brownies<br />
<br />
<strong>Curatorial Team:</strong><br />
Francisco D&iacute;az, Nina Valerie Kolowratnik, Marcelo L&oacute;pez-Dinardi, Marina Otero<br />
<br />
<strong>Class 2013:</strong><br />
Allison Carafa, Francisco D&iacute;az, Nina Kolowratnik, Jihoi Lee, Marcelo L&oacute;pez-Dinardi, Jess Ngan, Helene Nguyen, Marina Otero Verzier, Sarah Rafson, Bonny Yau<br />
<br />
Free and open to the public - limited seats<br />
RSVP: <a href=""mailto:cccp-events@arch.columbia.edu"">cccp-events@arch.columbia.edu</a><br />
<br />
Download the event poster:<br />
<a href=""http://www.arch.columbia.edu/school/section/programs/cccparch/conferences/interpretations2012"">www.arch.columbia.edu/cccp-pe&nbsp;</a><br />
<br />
",New York,"200, Fayerweather"
X-Cities 2: My Life Inside Big Data,Tuesday,20,March,2012,Lecture,Studio-X,"In the past decade we&#39;ve cycled from an Orwellian response to 9/11, locking down public data access, to an open data movement that promises to transform government. In both cases cities have been at the nexus of discussion and policy. Now we are on the precipice of another shift in the data landscape with the emergence of pervasive real time sensors, arriving in the form of mobile devices.<br />
<br />
Special guest <strong>Sean Gorman</strong>, founder of GeoIQ, will cover his voyage through these shifts - from navigating the threat of university collected open data being classified by the government, to starting an open data crowdsourcing site funded by the government, and then to trading beer for data in Jalalabad, Afghanistan. What kinds of scenarios will the new streams of data emerging from mobile devices and social media create, and what will their impact be on the city?<br />
<br />
Sean Gorman is the founder of GeoIQ, a collaborative web platform for geographic data analysis. Previously he was in academia as a research professor at George Mason University and before that a graduate student at the University of Florida. In between he worked for startups in the DC area building online communities, providing Geo-IP location, and mapping telecom infrastructure.<br />
<br />
Free and open to the public. No RSVP required.",New York,Studio-X NYC
X-RAY 1 - Lecture Series,Tuesday,20,March,2012,Lecture,Studio-X,"Raio-X so palestras com artistas, arquitetos e designers, entre outros, dedicados ao pensamento crtico, processos, experimentaes, iniciativas e intervenes de ponta sobre o espao urbano.<br />
<br />
O primeiro Raio-X revela os olhares inovadores do Projeto Morrinho, uma iniciativa nascida no Morro do Pereiro que conquistou o mundo; do curador, escritor e artista Lukas Feireiss, editor dos livros Beyond Architecture e Spacecraft, entre outros; e do arquiteto Hubert Klumpner, scio de escritrio Urban-Think Tank, que recentemente recebeu a medalha de ouro no Holcim Awards Amrica Latina pelo seu projeto para a favela de Paraispolis (SP).<br />
<br />
<strong>PROJETO MORRINHO<br />
Nelcirlan Souza de Oliveira e Chico Serra</strong><br />
O Projeto Morrinho um projeto social e cultural sediado na favela Pereira da Silva na zona sul do Rio de Janeiro. O Morrinho, que foi iniciado por Nelcirlan Souza de Oliveira em 1998, uma maquete de 320m2 da cidade, construdo com tijolos e outros materiais reciclados. O carcter nico e a inovao da maquete do Morrinho foram reconhecido pelos curadores e crticos como uma legtima expresso da arte contempornea, e tem atrado considervel ateno internacional de jornalistas, arquitetos, msicos, estudiosos e turistas. Rplicas em menor escala do modelo Morrinho foram exibidas em todo o Brasil e Europa, incluindo o Frum Urbano Mundial em Barcelona (2004), o Ephmre Point em Paris (2005), e a Bienal de Veneza (2007).<br />
<br />
<strong>O SOCIAL, O ESPETACULAR E O ESPECULATIVO<br />
Lukas Feireiss, Studio Lukas Feireiss</strong><br />
Lukas Feireiss um curador, escritor e artista cujo escritrio de criao interdisciplinar Studio Lukas Feireiss se concentra-se no recorte crtico e na reavaliao ldica dos modos de produo espaciais e suas diversas condies scio-culturais e de mediao. Feireiss professor visitante para espao &amp; estratgias de desenho na Universidade de Arte e Design de Linz, na ustria, e tambm ensina em vrias universidades em todo o mundo.<br />
<br />
<strong>LAST ROUND ECOLOGY<br />
Hubert Klumpner / Urban-Think Tank</strong><br />
Hubert Klumpner scio do escritrio de arquitetura Urban-Think Tank&nbsp; (U-TT), professor visitante da GSAPP Columbia University e mantm uma cadeira de desenho urbano na ETH Zurique.<br />
O Urban-Think Tank um escritrio interdisciplinar de arquitetura dedicado pesquisa de ponta e ao projeto sobre variados temas, preocupado com a arquitetura e o urbanismo contemporneos. A filosofia do U-TT entregar solues inovadoras, porm prticas atravs das habilidades combinadas de arquitetos, engenheiros civis, planejadores ambientais, arquitectos paisagistas e especialistas em comunicao.<br />
<br />
______<br />
<br />
X-Ray is a lecture series with artists, architects and designers, among others, devoted to critical thinking, processes, experimentations, initiatives and interventions on the urban edge.<br />
<br />
The first x-ray reveals the innovative approaches of Project Morrinho, an initiative born in the favela of Pereiro which gained worldwide recognition; curator, writer and artist Lukas Feireiss, publisher of books such as Spacecraft and Beyond Architecture, among others; and the architect Hubert Klumpner, partner in the architectural practice Urban Think Tank, which recently received the gold medal in the Holcim Awards Latin America for its project for favela Paraispolis, in Sao Paulo.<br />
<br />
Simultaneous translation available.<br />
Free and Open to Public<br />
<br />
<strong>Studio-X Rio</strong><br />
Praca Tiradentes, 48<br />
<br />
<strong>PROJETO MORRINHO<br />
Nelcirlan Souza de Oliveira and Chico Serra</strong><br />
Project Morrinho (Projeto Morrinho) is a social and cultural project based out of the Vila Pereira da Silva favela (Pereiro) in the Laranjeiras neighborhood of Rio de Janeiro, Brazil. Morrinho, which was started by Nelcirlan Souza de Oliveira in 1998, is a 320m2 model of the city constructed from bricks and other recycled materials. The unique character and innovation of the Morrinho model has been recognized by curators and critics as a legitimate expression of contemporary art, and has drawn considerable international attention from journalists, architects, musicians, scholars, and tourists. Smaller scale replicas of the Morrinho model have been exhibited throughout Brazil and Europe, including the Urban World Forum in Barcelona (2004), Point Ephmre in Paris (2005), and the Venice Biennale (2007).<br />
<br />
<strong>THE SOCIAL, THE SPECTACULAR AND THE SPECULATIVE<br />
Lukas Feireiss</strong><br />
Lukas Feireiss is a curator, writer, and artist whose interdisciplinary creative practice Studio Lukas Feireiss, focusses on the critical cut-up and playfull re-evaluation of spatial production modes and their diverse socio-cultural and medial conditions. Feireiss is visting professor for space&amp;designstrategies at the University of Art and Design Linz, Austria and teaches at various universities worldwide.<br />
<br />
<strong>LAST ROUND ECOLOGY<br />
Hubert Klumpner / Urban-Think Tank</strong><br />
Hubert Klumpner is partner of the architecture office Urban Think Tank, visiting professor at GSAPP Columbia University and holds an urban design chair at ETH Zurich.<br />
Urban-Think Tank is an interdisciplinary design practice dedicated to high-level research and design on a variety of subjects, concerned with contemporary architecture and urbanism. The philosophy of U-TT is to deliver innovative yet practical solutions through the combined skills of architects, civil engineers, environmental planners, landscape architects, and Communications specialists.<br />
Urban-Think Tank is an interdisciplinary design practice dedicated to high-level research and design on a variety of subjects, concerned with contemporary architecture and urbanism. The philosophy of U-TT is to deliver innovative yet practical solutions through the combined skills of architects, civil engineers, environmental planners, landscape architects, and Communications specialists.",Rio De Janeiro,Studio-X Rio
Demetre Anastassakis - Social Housing Projects in Central Areas,Monday,19,March,2012,Lecture,Studio-X,"<strong>DEMETRE ANASTASSAKIS</strong><br />
Projetos de Habitao Social em reas Centrais<br />
Salvador, So Paulo, Niteri e Porto do Rio<br />
<br />
<strong>Studio-X Rio</strong><br />
Praca Tiradentes, 48<br />
Rio de Janeiro<br />
<br />
Demetre Anastassakis especialista em Habitao Popular e Uso do Solo, com mestrado em Planejamento Urbano e Regional pela COPPE PUR. Foi Presidente do Instituto de Arquitetos do Brasil e Professor de Projeto de Arquitetura e Planejamento Urbano das Universidades Santa rsula e Federal de Juiz de Fora.<br />
<br />
<strong>DEMETRE ANASTASSAKIS</strong><br />
Social Housing Projects in Central Areas<br />
Salvador, So Paulo, Niteri e Porto do Rio<br />
<br />
<strong>Studio-X Rio</strong><br />
Praca Tiradentes, 48<br />
Rio de Janeiro<br />
<br />
Demetre Anastassakis is specialized in Social Housing and Land Use, with a Masters in Urban and Regional Planning at COPPE PUR. He was the President of the Institute of Architects of Brazil and Professor of Architectural Design and Urban Planning at Santa rsula and Juiz de Fora Federal University.",Rio De Janeiro,Studio-X Rio
Urban India 2030 Symposium,Saturday,17,March,2012,Symposium,Studio-X,"This conference explores ways that globalization and technology can and should intersect with history and heritage to enhance sustainability and alleviate urban poverty.<br />
<br />
Please visit <a href=""http://URBANINDIA2030.SUSTAINURBAN.ORG"">HTTP://URBANINDIA2030.SUSTAINURBAN.ORG</a> for more information.<br />
<br />
Venue:<br />
Studio-X Mumbai<br />
Kitab Mahal, 4th floor<br />
192, D.N. road<br />
Fort, Mumbai",Mumbai,Studio-X Mumbai
Urban Futures,Friday,16,March,2012,Lecture,Studio-X,"Leading Designers from International firms <strong>SOM</strong>, <strong>KPF </strong>and <strong>Perkins Eastman Architects</strong> present projects of Masterplanning, Urban Infrastructure &amp; Transport, Housing &amp; Institutions that will shape our URBAN FUTURE.<br />
<br />
Venue: Studio-X Mumbai<br />
Kitab Mahal,Fourth Floor,192, D N Road, Fort Mumbai 400001<br />
(Adjacent to New Excelsior Cinema)<br />
<br />
Refreshments will be served.",Mumbai,Studio-X Mumbai
Think BIG Sendai,Friday,16,March,2012,Lecture,Studio-X,"CHINKON NO MIRAI TOSHI SENDAI: Think BIG Sendai<br />
This is an open and academic lecture, directed by Kunio Kudo, Graduate School of Architecture, Planning and Preservation, Columbia University. It is open to students at university and the public. The teams will look squarely at the history of urban, architecture and disaster in Japan and express a memorial city at Sendai, Tohoku, Japan.<br />
<br />
Studio X Tokyo, 5th floor, March 16 Friday<br />
NOON: Lecture and discussion (*1)<br />
2 - 6 PM : Presentation by students in Kunio Kudo studio<br />
6 PM : Wine party<br />
<br />
(*1) Three lectures:<br />
The Second Defeat: Spring of North Region, Kunio Kudo, Adjunct Professor, GSAPP<br />
Rebuilding Tohoku by New Material, Norihide Imagawa, Professor, Tokyo Denki University<br />
Iwaki-city Report, Daisuke Hirose, Lecturer, Tokyo University of Science",Tokyo,Studio-X Tokyo
Design Intelligence: Africa (DI:A),Tuesday,13,March,2012,[object Object],[object Object],"<span style=""font-size:12px;""><strong>Exhibition on view in Johannesburg March 12 - 14, 2012:</strong></span><br />
Arts on Main<br />
Corner Fox/Main/Berea Street<br />
The Maboneng Precinct<br />
Johannesburg,&nbsp;South Africa<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition Reception and Symposium</strong></span><br />
Tuesday, March 13, 2012<br />
3-5pm<br />
<br />
<strong>Participants:</strong><br />
<br />
<strong>THORSTEN DECKLER</strong>, Architect, 26&rsquo;10 and School of Architecture and Planning, WITs<br />
<strong>ADRIE FOURIE</strong>, Urban Planner, Urban Genesis<br />
<strong>HILTON JUDIN</strong>, Architect and Professor, School of Architecture and Planning, WITs<br />
<strong>MARIO GOODEN</strong>, Professor of Practice, GSAPP<br />
<strong>HANNAH LE ROUX</strong>, Professor, School of Architecture and Planning, WITs<br />
<strong>MOKENA MAKEKA</strong>, Makeka Design Lab and Modila<br />
<strong>FANUEL MOTSEPE</strong>, President, South African Institute of Architects<br />
<strong>KATE OTTEN</strong>, Architect, Kate Otten Architects<br />
<strong>MARK WIGLEY</strong>, Dean, GSAPP<br />
<strong>MABEL WILSON</strong>, Associate Professor of Architecture, GSAPP<br />
<br />
<br />
<br />
Related event:<br />
<a href=""http://events.gsapp.org/event/design-intelligence-africa-dia"">Exhibition Opening and Conversation</a>&nbsp;in Capetown<br />
Saturday, March 10, 2012<br />
",Johannesburg,
Design Intelligence: Africa (DI:A),Tuesday,13,March,2012,[object Object],[object Object],"<span style=""font-size:12px;""><strong>Exhibition on view in Johannesburg March 12 - 14, 2012:</strong></span><br />
Arts on Main<br />
Corner Fox/Main/Berea Street<br />
The Maboneng Precinct<br />
Johannesburg,&nbsp;South Africa<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition Reception and Symposium</strong></span><br />
Tuesday, March 13, 2012<br />
3-5pm<br />
<br />
<strong>Participants:</strong><br />
<br />
<strong>THORSTEN DECKLER</strong>, Architect, 26&rsquo;10 and School of Architecture and Planning, WITs<br />
<strong>ADRIE FOURIE</strong>, Urban Planner, Urban Genesis<br />
<strong>HILTON JUDIN</strong>, Architect and Professor, School of Architecture and Planning, WITs<br />
<strong>MARIO GOODEN</strong>, Professor of Practice, GSAPP<br />
<strong>HANNAH LE ROUX</strong>, Professor, School of Architecture and Planning, WITs<br />
<strong>MOKENA MAKEKA</strong>, Makeka Design Lab and Modila<br />
<strong>FANUEL MOTSEPE</strong>, President, South African Institute of Architects<br />
<strong>KATE OTTEN</strong>, Architect, Kate Otten Architects<br />
<strong>MARK WIGLEY</strong>, Dean, GSAPP<br />
<strong>MABEL WILSON</strong>, Associate Professor of Architecture, GSAPP<br />
<br />
<br />
<br />
Related event:<br />
<a href=""http://events.gsapp.org/event/design-intelligence-africa-dia"">Exhibition Opening and Conversation</a>&nbsp;in Capetown<br />
Saturday, March 10, 2012<br />
",Johannesburg,
X-Week Closing Party,Sunday,11,March,2012,Reception,Studio-X,"STUDIO-X RIO<br />
Praa Tiradentes, 48<br />
Centro Rio de Janeiro<br />
<br />
Free and open to public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and JuanHerreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc.<br />
",Rio De Janeiro,Studio-X Rio
Design Intelligence: Africa (DI:A),Saturday,10,March,2012,Opening,[object Object],"The DI:A exhibition, curated by the Global Africa Lab, features work from fifteen GSAPP advanced architecture studios that have explored critical questions for projects in neighborhoods, cities, and regions in South Africa, Ghana, Nigeria, Libya, Morocco, and the Democratic Republic of Congo over the past five years. These investigations expand design intelligence about the intersection of globalization, neo-liberalism, urbanization, cultural hybridization, and communication and financial networks.<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition on view in Cape Town March 9 &ndash; 12, 2012:</strong></span><br />
Free World Design Centre<br />
Cape Waters Building<br />
71 Waterkant St. (on the Fan Walk)<br />
Cape Town,&nbsp;South Africa<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition Opening and Conversation: The Future of African Cities</strong></span><br />
Saturday, March 10, 2012<br />
6 &ndash; 10pm<br />
<br />
<strong>Participants:<br />
<br />
GUY BRIGGS</strong>, Principal, Guy Briggs USPD<br />
<strong>ANDEW BORAINE</strong>, Chief Executive, Cape Town Partnership/Provincial Economic Development Partnership<br />
<strong>IAIN LOW</strong>, School of Architecture, Planning and Geomatics, UCT<br />
<strong>JO NOERO</strong>, Noero Wolff Architects<br />
<strong>MARIO GOODEN</strong>, Professor of Practice, GSAPP<br />
<strong>MPHO MATSIPA</strong>, Professor, School of Architecture and Planning, WITs<br />
<strong>MOKENA MAKEKA</strong>, Makeka Design Lab, founder MODILA<br />
<strong>TIAAN MEYER</strong>, Architect and Urban Designer, Meyer+Vorster<br />
<strong>NO&Euml;LEEN MURRAY</strong>, Architect and Professor, Centre for African Studies, University of the Western Cape<br />
<strong>GORDON PIRIE</strong>, Deputy Director, Africa Centre for Cities<br />
<strong>ALTA STEENKAMP</strong>, Director, School of Architecture, Planning and Geomatics, UCT<br />
<strong>IVAN TUROK</strong>, Africa Centre for Cities<br />
<strong>ANDRE VAN GRAAN</strong>, President, Cape Institute for Architecture<br />
<strong>MARK WIGLEY</strong>, Dean, GSAPP<br />
<strong>MABEL WILSON</strong>, Associate Professor of Architecture, GSAPP<br />
<br />
<br />
Johannesburg, South Africa<br />
<a href=""http://events.gsapp.org/event/design-intelligence-africa-dia-0"">Exhibition Reception and Symposium</a><br />
Tuesday, March 13, 2012",Other Africa,"Cape Town, South Africa"
Design Intelligence: Africa (DI:A),Saturday,10,March,2012,Opening,[object Object],"The DI:A exhibition, curated by the Global Africa Lab, features work from fifteen GSAPP advanced architecture studios that have explored critical questions for projects in neighborhoods, cities, and regions in South Africa, Ghana, Nigeria, Libya, Morocco, and the Democratic Republic of Congo over the past five years. These investigations expand design intelligence about the intersection of globalization, neo-liberalism, urbanization, cultural hybridization, and communication and financial networks.<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition on view in Cape Town March 9 &ndash; 12, 2012:</strong></span><br />
Free World Design Centre<br />
Cape Waters Building<br />
71 Waterkant St. (on the Fan Walk)<br />
Cape Town,&nbsp;South Africa<br />
<br />
<span style=""font-size:12px;""><strong>Exhibition Opening and Conversation: The Future of African Cities</strong></span><br />
Saturday, March 10, 2012<br />
6 &ndash; 10pm<br />
<br />
<strong>Participants:<br />
<br />
GUY BRIGGS</strong>, Principal, Guy Briggs USPD<br />
<strong>ANDEW BORAINE</strong>, Chief Executive, Cape Town Partnership/Provincial Economic Development Partnership<br />
<strong>IAIN LOW</strong>, School of Architecture, Planning and Geomatics, UCT<br />
<strong>JO NOERO</strong>, Noero Wolff Architects<br />
<strong>MARIO GOODEN</strong>, Professor of Practice, GSAPP<br />
<strong>MPHO MATSIPA</strong>, Professor, School of Architecture and Planning, WITs<br />
<strong>MOKENA MAKEKA</strong>, Makeka Design Lab, founder MODILA<br />
<strong>TIAAN MEYER</strong>, Architect and Urban Designer, Meyer+Vorster<br />
<strong>NO&Euml;LEEN MURRAY</strong>, Architect and Professor, Centre for African Studies, University of the Western Cape<br />
<strong>GORDON PIRIE</strong>, Deputy Director, Africa Centre for Cities<br />
<strong>ALTA STEENKAMP</strong>, Director, School of Architecture, Planning and Geomatics, UCT<br />
<strong>IVAN TUROK</strong>, Africa Centre for Cities<br />
<strong>ANDRE VAN GRAAN</strong>, President, Cape Institute for Architecture<br />
<strong>MARK WIGLEY</strong>, Dean, GSAPP<br />
<strong>MABEL WILSON</strong>, Associate Professor of Architecture, GSAPP<br />
<br />
<br />
Johannesburg, South Africa<br />
<a href=""http://events.gsapp.org/event/design-intelligence-africa-dia-0"">Exhibition Reception and Symposium</a><br />
Tuesday, March 13, 2012",Other Africa,"Cape Town, South Africa"
Architecture Today: Day 2,Friday,9,March,2012,Lecture,Studio-X,"<span style=""font-size:12px;""><strong>Campo aud</strong> <strong>Gabriel Duarte</strong>, Brazil </span><br />
Processes : CAMPO AUDis a young carioca office that aims toexperiment new working methodologies based on intense collaboration and transdisciplinaryenvironments, reflected in the composition of its members and the differentscales at which it operates.<br />
<br />
<span style=""font-size:12px;""><strong>Fake Industries Urtzi Grau</strong>, USA </span><br />
Copies : Copiesallow us to explore all the potential left unexplored by other&#39;s rush.Knowledge can be public, yet undiscovered, if independently created fragmentsare logically related but never retrieved, brought together, orre-conceptualized. And that is what we do. Don&#39;t ask us for new stuff, we copy.<br />
<br />
<span style=""font-size:12px;""><strong>Herreros Arquitectos Juan Herreros</strong>, Spain </span><br />
Dialogue Architecture : Juan Herreros wasfounder of balos &amp; Herreros and currently principal of HerrerosArchitects, aswell as Professor at Universidad Politcnica de Madrid andColumbia University. Some of his works include he Grand Tour, at Canary Islands,and the recent first prize in the competition gora Bogot.<br />
<br />
English simultaneous translation available<br />
<br />
<br />
<br />
STUDIO-X RIO<br />
Praa Tiradentes, 48 Centro<br />
Rio de Janeiro<br />
<br />
Free and open to public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and JuanHerreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc. ",Rio De Janeiro,Studio-X Rio
Architecture Today: Day 1,Thursday,8,March,2012,Lecture,Studio-X,"<span style=""font-size:12px;""><strong>BLAC Joo Pedro Backhauser</strong>, Brazil</span><br />
Recent Work : Thecarioca office BLAC, in a joint-venture with the calatan architect AlonsoBalaguer, has won the competition for the 2016 Olympic Games Midia Village.<br />
<br />
<span style=""font-size:12px;""><strong>nARCHITECTS Eric Bunge</strong> &amp; <strong>Mimi Huong</strong> ,USA</span><br />
Buildings andAlmost Buildings : nARCHITECTS bringsan open-ended approach to the design process based on conceptual clarity andtechnical innovation. Some of their work includes the Switch Building, in NewYork, and the Canopy installation at MoMA / P.S.1, as part of the YoungArchitects Program.<br />
<br />
<span style=""font-size:12px;""><strong>Juergen Meyer H.</strong>, Germany</span><br />
Activators : JuergenMayer works at the intersection of architecture, communication and newtechnology. Recent projects include, a student center at Karlsruhe and theredevelopment of the Plaza de la Encarnacion in Sevilla, also known as UrbanParasol.<br />
<br />
English simultaneous translation available<br />
<br />
<br />
<br />
<br />
STUDIO-X RIO<br />
Praa Tiradentes, 48 Centro<br />
Rio de Janeiro<br />
<br />
Free and open to public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and JuanHerreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc. ",Rio De Janeiro,Studio-X Rio
