title,day,date,month,year,event_type,series,body,city,venue
Open House 2013,Sunday,16,June,2013,Open House,Studio-X,"Studio-X Beijing, in collaboration with Department of Urban Planning, GSAPP, invites you to attend the open house for the newly-admitted and prospective students at 4:00 pm on June 16th, at Studio-X Beijing. Professor David King will deliver an introduction of our programs and a number of students from our programs will be ready for your questions. Official publications and souvenirs will be provided.<br />
<br />
<br />
<strong>Professor David Andrew King</strong><br />
B.S. University of Minnesota<br />
M.U.R.P. Humphrey Institute, University of Minnesota<br />
Ph.D. UCLA<br />
<br />
David King is an Assistant Professor of Urban Planning. His research explores the impact of local transportation planning on the built environment, public finance and accessibility. As part of this research he has written about the phenomenon of cruising for parking and used spatial regression techniques to analyze travel behavior. He also studies how public policy influences the adoption of new technologies to address congestion, energy and environmental concerns. These issues are the focus of Professor King&rsquo;s teaching through his courses covering planning techniques and methods, transportation and land use planning and transport policy.<br />
<br />
<strong>Venue:</strong><br />
Studio-X Beijing<br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing",Beijing,Studio-X Beijing
OPEN MINDS,Saturday,15,June,2013,Seminar,Studio-X,"Artists/Mentors: Archana Hande, Tushar Joag, Shilpa Gupta, Justin Ponmany, Reena Kallat, Sharmila Samant, Prajakta Potnis<br />
<br />
OPEN MINDS &nbsp;is an exchange platform initiated for art teachers and educators from the field of visual arts and arts integrated streams. Under this initiative, the art seminar and research project has been conceived to expand the essence and meaning of open minds and analyze what visual literacy means and what learning through art looks like in practice. Through research based presentations, exemplary case studies, workshops and art lesson plans, the seminar will provide a framework for innovative teaching methods and creative competencies.<br />
<br />
Lectures: Suman Karandikar and Raja Mohanty<br />
Case Studies: Purnima Sampat and Anupama Prakash<br />
Workshops: Shilpa Ranade and Indrapramit Ray<br />
<br />
*Admission through enrollments only*",Mumbai,Studio-X Mumbai
Integrating the Informal,Friday,14,June,2013,Exhibition Opening,Exhibitions,"The informal city in urban centres in India is deeply interwoven with the formal city. And yet, in the broad sweeps of urbanisation that periodicallyovertake our urban centres, the mainstream point of view seems to aim for the &lsquo;rehabilitation&rsquo; of informal spaces into the formal city.<br />
We would like to question this assumption. Informal spaces in cities are often some of the most vibrant and resilient, immediately identifiable and&nbsp;eminently human. We hope to make a case for preserving their identity and culture, while at the same time trying to see how these areas can benefit&nbsp;from public interventions to help curb the onslaught of relentless urbanism.<br />
Join us for an exhibition and informal presentation by YIFP (Young India Fellowship Programme) Sanaa Degani, Maria Merchant &amp; Chaitanya Kanuri.<br />
Joining us for the discussion will be Prasad Shetty from CRIT and Matias Echanove &amp; Rahul Srivastava from URBZ to discuss how settlements like&nbsp;Katwaria Sarai and others like them are integral to the very fabric which forms our urban systems.",Mumbai,Studio-X Mumbai
 NEW CARIOCA ARCHITECTURE  IV,Thursday,13,June,2013,Lecture,Studio-X,"About the architects participating:<br />
<br />
Gabriel Duarte<br />
Gabriel Duarte is a partner at the office CAMPO aud and a teaches at PUC-Rio. He has also been a professor at the Architectural Association, MIT, Harvard, among others. He&rsquo;s received the Tochtermann Wolf (UNESCO) and the Takashi Inuye (IFHP) awards. He graduated from FAU-UFRJ, is a doctoral candidate at PROURB, with a master&#39;s degree from TU Delft, Netherlands.<br />
<br />
Miguel Pinto Guimar&atilde;es<br />
Graduated in Architecture and Urbanism from FAU / UFRJ in 1997. He&rsquo;s worked some prominent offices in Rio de Janeiro, between 1990 and 1992, before entering college. In 1993 he opened his first office with Thiago Bernardes. In 2001 he founded the office Bernardes Jacobsen Guimar&atilde;es, subsequently opening his own office in 2003.<br />
<br />
Rafael Patalano<br />
Rafael Patalano, 39, graduated in architecture from FAU-UFRJ in 1997. In 2000 he studied furniture design in Milan and designed products for companies such as Gaucho and Schuster Habitart. In 2001 he established, with Ivo Mareines, the office Mareines + Patalano.<br />
<br />
About participating offices<br />
CAMPO aud<br />
CAMPO was founded in 2007 by Gabriel Duarte, Renata Bertoli and Richard Kawamoto.&nbsp; The office strives to serve as a collaborative platform for highly motivated professionals, who seek, above all, to concentrate on architecture, urban planning and landscaping through its interdisciplinary character.<br />
<br />
Mareines + Patalano<br />
Mareines + Patalano is an architecture studio that seeks an innovative and organic response to each new project.&nbsp; Tuned to technology and contemporary poetics, the office believes in the ideas of sustainability, not only when applied through the use of technological measures, but primarily through the pursuit of efficiency through better deployment and manipulation of form. Working with varied themes in a constant search for new questions and answers. At the moment working on a number of private residences, three educational units and corporate spaces.<br />
<br />
Miguel Pinto Guimar&atilde;es Architects Associates<br />
Established in 2003, the MPGAA has conducted nearly 250 projects throughout Brazil. In addition to restaurants, shops and hotels, they specialize in single family homes. MPGAA has projects in Rio de Janeiro, S&atilde;o Paulo, Bahia, Maranh&atilde;o and Brasilia. Earlier this year they opened a branch in S&atilde;o Paulo. Along with partners Adriana Moura and Renata Duh&aacute; they coordinate a team of over 20 professionals.",Rio De Janeiro,Studio-X Rio
Arguments Lecture Series: Kersten Geers,Tuesday,11,June,2013,Arguments,Arguments,<strong>Kersten Geers</strong>,New York,Wood Auditorium
Tall Tales,Friday,7,June,2013,Performance,Studio-X,"Do you have a story to tell?<br />
Tall Tales showcases first-person, non-fiction stories from Mumbai and beyond. Stories are told live, some for the first time. Presented with honesty, humor, and vulnerability, the stories you&#39;ll hear will move you and inspire you.<br />
For information visit.... www.<strong>mumbaistories.com</strong>",Mumbai,Studio-X Mumbai
Startup Bias,Tuesday,4,June,2013,Salon,Studio-X,"Influencer Conference 2013 (<a href=""http://influencercon.com/2012/"">InfluencerCon</a>) resent Amplify, a monthly global salon series designed to delve deeper into InfluencerCon themes in an intimate setting. Through presentations, keynotes, and guest-curated panels, attendees are exposed to new ideas and challenged to expand the conversation. Amplify salons provide a social and intellectual environment to meet fellow influencers, exchange ideas, and create change.<br />
<br />
<strong>Startup Bias: The Culture of Money</strong> is a conversation around movement and access to money. We will be discussing what drives attention and ultimately funding in the startup world. Our speakers will share their insights as to the process of funding, industry implications of attracting capital, and the social and cultural cost to capital. Key questions to think about: does the current system work? If so, is it inclusive? If not, why not? The object is to demystify the machinations around money, access, and privilege and to construct ways to more adequately diversify the funding environment.<br />
<br />
Moderator: Biz Ghormley, Deputy Director of Development and External Affairs at Inwood House<br />
<br />
Speakers: Natalia Oberti Noguera,&nbsp;Sindhya Valloppillil, and William Crowder<br />
<br />
Free and open to the public. <a href=""http://www.eventbrite.com/event/6208593069"">RSVP required.</a>",New York,Studio-X NYC
Exhibition Opening: X-Agenda 04: Wind and Light-Duoxiang Studio 2006-2013,Saturday,1,June,2013,Opening,Studio-X,"<strong>Studio-X Beijing cordially invites you to join the Exhibition Opening of &ldquo;X-Agenda 04: Wind and Light-Duoxiang Studio 2006-2013&rdquo; on June 1 at 4pm at Studio-X Beijing.</strong><br />
<br />
The theme of X-Agenda 04 is &quot;Wind and Light-Duoxiang Studio 2006- 2013&quot;. Selected works of Duoxiang Studio will be exhibited. Through the light in the dark, this exhibitioni will invite you to experience the essential-&quot;wind&quot; and &quot;light&quot;, which leads us in the whole process.&nbsp;<br />
To us, light illuminating architecture, means a building can communicate with people&rsquo;s senses, it can be understood and recognized by people through integrating and inspiring life.&nbsp;These lights that illuminate architecture, not only light up the real world that architects needs to concern, about material, construction, equipment facility, etc. But also guide them to deal with it.&nbsp;In this exhibition, some of the lights display our idea of wind and light passing through the buildings, others reveal our design of material and structure. Behind everything displayed, are our thoughts and tries about people&rsquo;s experience which influence by architecture.<br />
The exhibition commences on June 1 and will end on June 20. Please join us the opening on June 1, 2013. Food and drinks will be provided.<br />
&nbsp;<br />
<br />
<em><strong>Venue:</strong></em><br />
Studio-X Beijing 哥伦比亚大学北京建筑中心<br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
Tel：86 10 64018208",Beijing,Studio-X Beijing
FARMER FUNDA,Saturday,1,June,2013,Workshop,Studio-X,"Digital Green and Fresh &amp; Local present:<br />
<br />
FARMER FUNDA<br />
<br />
Meet the Farmers...<br />
Watch their self made films on farming....<br />
Eat a Seasonal Meal...<br />
Learn to make Amrut Mitti....<br />
Build Bio-diversity in your own home....<br />
<br />
Knowledge Partners:<br />
Urban Leaves<br />
PICO<br />
Under the Tree<br />
Samaj Pragati Sahayog<br />
Studio X Mumbai : Columbia Global Centers | South Asia",Mumbai,Studio-X Mumbai
X-Talk: Augmented Matter: Smart Materials and the Network of Everything,Monday,27,May,2013,X-Talk,Studio-X,"<strong>X-Talk: Augmented Matter: Smart Materials and the Network of Everything</strong><br />
Lecture by <strong>Blaine Brownell</strong><br />
<br />
Studio-X Beijing will be very grateful for inviting you to join our X-Talk series &ldquo;Augmented Matter: Smart Materials and the Network of Everything&rdquo; on May 27 at 7pm. American architect and former Fulbright scholar, Blaine Brownell, will speak about his research on emergent materials in architecture and the material applications.<br />
Blaine Brownell is a former Fulbright scholar with a research focus on emergent materials. He is a principal of the design and research practice Transstudio and an assistant professor and co-director of the Master of Science program in Sustainable Design at the University of Minnesota School of Architecture. Brownell authored the Transmaterial series as well as the books Matter in the Floating World and Material Strategies with Princeton Architectural Press. He has been published in over forty design, business, and science journals, and has lectured widely.<br />
<br />
X-Talk系列讲座：混合物质：新兴材料及其宏观体系<br />
演讲嘉宾：Blaine Brownell&nbsp;<br />
<br />
我们诚挚地邀请您参加Studio-X哥伦比亚大学北京建筑中心于2013年5月27日晚7:00举办的X-Talk &ldquo;混合物质：新兴材料及其宏观体系&rdquo;讲座。美国Transstudio事务所合伙人Blaine Brownell将通过对新兴材料的研究实践，阐释自己对建筑设计中创新材料运用的独到见解。<br />
Blaine Brownell曾任富布赖特访问学者，参与了针对新兴材料的研究项目。同时也是美国明尼苏达大学建筑学院可持续设计硕士课程的助理教授及联席主任。已出版书籍包括《建筑、室内设计创新材料应用》（Transmaterial）系列、《浮世绘：对话日本建筑大师》（Matter in the Floating World）以及等。此外，他在设计、商业、研究类期刊已发表文章四十余篇，并受邀在全球诸多城市演讲。<br />
<br />
<br />
<em><strong>Venue:</strong></em><br />
<strong>Studio-X Beijing 哥大北京建筑中心</strong><br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
地址：北京市东城区安定门内大街方家胡同46号院A103<br />
电话/Tel：86 10 64018208",Beijing,Studio-X Beijing
